3,3.0738518238067627,4
3,3.0738518238067627,4
3,3.072821617126465,4
3,3.0738518238067627,4
3,3.072821617126465,4
3,3.071077346801758,4
3,3.0738518238067627,4
3,3.072821617126465,4
3,3.071077346801758,4
3,3.0688748359680176,4
3,3.0738518238067627,4
3,3.072821617126465,4
3,3.071077346801758,4
3,3.0688748359680176,4
3,3.066336472829183,4
3,3.0738518238067627,4
3,3.072821617126465,4
3,3.071077346801758,4
3,3.0688748359680176,4
3,3.066336472829183,4
3,3.0636301835378013,4
3,3.0738518238067627,4
3,3.072821617126465,4
3,3.071077346801758,4
3,3.0688748359680176,4
3,3.066336472829183,4
3,3.0636301835378013,4
3,3.060798168182373,4
3,3.0738518238067627,4
3,3.072821617126465,4
3,3.071077346801758,4
3,3.0688748359680176,4
3,3.066336472829183,4
3,3.0636301835378013,4
3,3.060798168182373,4
3,3.0578908125559487,4
3,3.0738518238067627,4
3,3.072821617126465,4
3,3.071077346801758,4
3,3.0688748359680176,4
3,3.066336472829183,4
3,3.0636301835378013,4
3,3.060798168182373,4
3,3.0578908125559487,4
3,3.054893175760905,4
3,3.0738518238067627,4
3,3.072821617126465,4
3,3.071077346801758,4
3,3.0688748359680176,4
3,3.066336472829183,4
3,3.0636301835378013,4
3,3.060798168182373,4
3,3.0578908125559487,4
3,3.054893175760905,4
3,3.05191437403361,4
